,0,1,2,3,4,5,6,7,8,9
0,0.6016586280209466,0.3215238629259727,0.2727589206377695,0.27252392545207316,0.3011256437750498,0.8075852264920023,0.5193235059857851,0.15022027973429708,0.1102714188196936,0.2521739498382222
1,0.7387611239256899,0.7522583549344203,0.05671326520204756,0.9726010356601131,0.014216275768495934,0.9553072523253754,0.5820053488347781,0.542575075505026,0.5997348142404434,0.2877096400237301
2,0.4123625767048372,0.6841638766305539,0.105439500870949,0.21238768310755163,0.6345003481786285,0.29788317200208936,0.9682476788103017,0.2620140233113104,0.2482676625947765,0.28588009331432135
3,0.36601532081178023,0.36353036968446495,0.2710582138382003,0.13349996714824275,0.12355072033986125,0.6605838613838959,0.9418466908884349,0.18962702168986678,0.665497092474384,0.26792887884247607
4,0.2515712373570975,0.7769641976351518,0.9808533432134244,0.41118485715173836,0.2837239175652727,0.28232327597105467,0.4984437062286481,0.5200823282841006,0.23746780991770333,0.35559459384905723
5,0.3536424032784089,0.33759487616375405,0.8265629691317801,0.9444373817382781,0.6962874544597385,0.027572474165860728,0.7645940870954496,0.41911022293623956,0.8488209736743253,0.3661621134063508
6,0.7655214432953482,0.4915711938598979,0.7699642808627793,0.9564221158241812,0.903495706381106,0.8441065793732682,0.533813568556838,0.8371824189714806,0.45810065271058853,0.6431390482768745
7,0.4545623088689549,0.1864081375305695,0.788178657648967,0.03363498921531072,0.5350957851614183,0.34035787117641414,0.40893132472299987,0.4680236174313983,0.5271254387452415,0.263422093214765
8,0.478536811175835,0.8471468376441328,0.6405734031723224,0.9364403934903023,0.45342162601286495,0.18336297014450176,0.060657481255544377,0.5440237404122676,0.6044403141774056,0.35730380443113013
9,0.05460668624708709,0.10968347465466577,0.3269736591316428,0.9723467249075024,0.26734856274464736,0.07293391769538538,0.337693164914842,0.5175460804744746,0.23278586036209858,0.16324424946844632
10,0.3147531003815568,0.6592013956499778,0.08615304089003073,0.4754713577391919,0.7221343200709365,0.40679694012051837,0.8539521204973616,0.5668292873866433,0.5708703656946319,0.3831016528074376
11,0.5486418708529501,0.21952492501247878,0.34029007419416646,0.7730458143877335,0.94885947085196,0.4493231882482489,0.2537380808517754,0.5337337465130603,0.6455122774971288,0.4105087157634503
12,0.510609337957734,0.8766218029685493,0.6281019113166572,0.4783875011019654,0.5342368811452392,0.2196632406440142,0.5423128039004355,0.7717667767019669,0.2572481210710422,0.43002387900458094
13,0.25364791855095403,0.9526608832134662,0.9653178477479453,0.331854519952545,0.5898652261927013,0.5885072235087457,0.5726872956375562,0.6853841129972422,0.6503810919618725,0.5125931444991941
14,0.20387506073725925,0.09831205867118553,0.3368600976774334,0.829408096626656,0.2658297637730913,0.924138797913657,0.44281977627262814,0.08445687429302362,0.9641853307974594,0.2701472165242297
