,0,1,2,3,4,5,6
0,0.43156942968804857,0.7941619489889284,0.3348418945778078,0.6180283597656612,0.09207160706510331,0.5470184424659285,0.30879018187412743
1,0.9648390437835737,0.8710993771459278,0.8110063944386686,0.19671304005191814,0.1542381844123304,0.8833359204329025,-1.560688199693167
2,0.19493069777256977,0.5399649756387473,0.4559129875648097,0.4595962053849799,0.6132885566031432,0.38715207107076477,0.10799097055164819
3,0.896615287157705,0.45702956567226827,0.588858445478251,0.8425009517222128,0.9169291414988683,0.8768648424549786,-3.3606869406352686
4,0.27625264180227505,0.23288204018708358,0.09923120598865098,0.9176790736124888,0.928184647553,0.8662869520625426,-1.800925356844283
5,0.5747434280899154,0.07684421936766961,0.28020921007198096,0.8315687216359339,0.9866261011080856,0.4173508483975602,-0.6247214396652135
6,0.4861518533874326,0.5671431676807178,0.20920654124087013,0.21487949647051385,0.5731107829029324,0.8088960549296358,1.6120773971901383
7,0.932901316328791,0.5473360607862471,0.4536654973881936,0.18903249102261876,0.5937445332992305,0.05368948814161967,1.5055631819009876
8,0.8321915300125778,0.41451680856449014,0.6728018604793548,0.07276935244508731,0.09396028566640402,0.1471203328625964,1.7656908664011395
9,0.19692938039183172,0.7532442950038195,0.06143681984645588,0.9110943117528498,0.06420417682880852,0.5022068455070855,1.1263245270989728
10,0.1801834587239759,0.9887911277956195,0.06716595293520544,0.23854665312381607,0.9903871567109982,0.6735042141995222,2.2188279959470343
11,0.8970800243114642,0.40527170848258887,0.7133547975785701,0.9576477828516116,0.9826647066943504,0.9018758407310896,-3.1129468640967897
12,0.920991727158612,0.6456953819742923,0.13193952590223945,0.4502127874280144,0.44024045068292417,0.7921553526876617,-0.6482817224920328
13,0.06663764058689037,0.40514898607977634,0.36412301761855637,0.4836392466901027,0.7669927852230363,0.9845266550236736,-1.7861474790331227
14,0.6454489331290872,0.2774844364197182,0.34473822477173655,0.024981438190551875,0.7513874335200694,0.8022789134567149,-0.619298016374431
15,0.9161103962275429,0.44206320239348507,0.3674771149019156,0.8530077711827508,0.8610803086334284,0.1318821516748917,-3.4809856075887295
16,0.6373560394642525,0.22454499597493605,0.27126966678205067,0.4135241110173673,0.10638803277008657,0.3830724040372808,0.13113187617357214
17,0.39971314846005424,0.02488069276686533,0.40909302234425393,0.6164469468928934,0.12258906456618246,0.8619123792924754,-0.5469301261983893
18,0.2171118355385916,0.21480986876002472,0.8146683904084209,0.5130227489474011,0.44056048665609526,0.35301938574614833,-1.3751207296093941
19,0.5024859834111297,0.09534960949352078,0.27427187209853654,0.6565748553025055,0.4886768539019599,0.5087982682284568,1.5531530506498044
20,0.026097482432442254,0.16025210583522742,0.540198354493341,0.18881053604849418,0.48661771252600683,0.8843663218247483,1.2444233984318984
21,0.1341650173216733,0.21494873280073046,0.9717262634859368,0.638870181262621,0.6421012028498805,0.0798304834656518,3.876898123868655
22,0.8933997185350488,0.3616851822845464,0.7973724977406655,0.8164254645630371,0.5578462288163216,0.7643947481924326,-2.7766292730401867
23,0.29177335513279246,0.1742369666769228,0.06544806590869645,0.41011274216486504,0.9683188582280561,0.29749407599760436,-0.8076614406544522
24,0.12198932639677229,0.7582365591638519,0.8366750452199121,0.8201337906539334,0.9264395217867404,0.23188917950355437,-1.3344954744523592
25,0.8745826859213244,0.6102093042732065,0.572430437726228,0.6152562736409446,0.7431282923637821,0.18013463802173646,2.6206013983592586
26,0.5193990562198579,0.11764482784781594,0.5074128255181003,0.6477076893537487,0.4311593646633981,0.03798784492337581,1.9879789819601597
27,0.11756829030998195,0.15401634532089936,0.27268348128419506,0.5131371904785975,0.33137297234860497,0.3728919252981582,-0.0400641859393831
28,0.40462412109319645,0.03973153530868778,0.554369570032211,0.08494191333856693,0.3191107397466292,0.524499443579097,0.5942307540982732
29,0.5607160295848338,0.34176530843500996,0.20100296341648716,0.45561178039535555,0.21037970110826765,0.2547824796200725,0.24275660618539502
30,0.46524981328437265,0.6630739558618121,0.6526940102489652,0.7100775403110173,0.014231192904664125,0.16524617350461113,2.938418837656627
31,0.3303594998980771,0.8526227106600923,0.8141102874394176,0.9945076988599519,0.1430134561928026,0.5622003388701865,-0.918767907535383
32,0.655054243746784,0.0016375739548065704,0.07466002461202992,0.2238818083732429,0.600311939395494,0.8431521475221949,2.1102327079531467
33,0.496213422315382,0.3955584489538786,0.7225062154776678,0.7570894168993376,0.666250389612141,0.6230305003044843,1.1036371405409287
34,0.18027060812349904,0.8763374520766022,0.08132504214100345,0.6858591910611017,0.8092490143965322,0.9109232137987457,-0.23431372877402723
35,0.10552215062858561,0.015466806091197771,0.3115703052726134,0.33476541700876494,0.8959861028070375,0.20917929321945694,-0.885007762998122
36,0.030573897224564717,0.4056328747309287,0.24391327724705425,0.6747375588918286,0.9052612028891226,0.872427469101895,-1.592675304320831
37,0.9428298502883296,0.8494607625506195,0.057098856927556896,0.53031870487364,0.4292140062466183,0.462165802127981,-1.8122699935694717
