density,radius,drag_coefficient,mass,h,alpha,v0,x_max
0.00146484375,0.37646484375,0.82275390625,0.65478515625,0.61181640625,0.72216796875,0.84228515625,19.56858503760682
0.50146484375,0.87646484375,0.32275390625,0.15478515625,0.11181640625,0.22216796875,0.34228515625,15.688001646315875
0.75146484375,0.12646484375,0.07275390625,0.90478515625,0.36181640625,0.97216796875,0.09228515625,20.226254736740138
0.25146484375,0.62646484375,0.57275390625,0.40478515625,0.86181640625,0.47216796875,0.59228515625,17.48174474029599
0.37646484375,0.00146484375,0.44775390625,0.52978515625,0.48681640625,0.34716796875,0.96728515625,23.02262803782456
0.87646484375,0.50146484375,0.94775390625,0.02978515625,0.98681640625,0.84716796875,0.46728515625,12.368448862156761
0.62646484375,0.25146484375,0.69775390625,0.77978515625,0.73681640625,0.09716796875,0.21728515625,19.13775309857432
0.12646484375,0.75146484375,0.19775390625,0.27978515625,0.23681640625,0.59716796875,0.71728515625,17.677841433498067
0.18896484375,0.18896484375,0.51025390625,0.09228515625,0.04931640625,0.53466796875,0.77978515625,19.783219794650353
0.68896484375,0.68896484375,0.01025390625,0.59228515625,0.54931640625,0.03466796875,0.27978515625,18.318643602583066
0.93896484375,0.43896484375,0.26025390625,0.34228515625,0.79931640625,0.78466796875,0.02978515625,16.111107358304043
0.43896484375,0.93896484375,0.76025390625,0.84228515625,0.29931640625,0.28466796875,0.52978515625,16.263071574485423
0.31396484375,0.31396484375,0.13525390625,0.21728515625,0.92431640625,0.40966796875,0.90478515625,20.676577475268523
0.81396484375,0.81396484375,0.63525390625,0.71728515625,0.42431640625,0.90966796875,0.40478515625,13.866338546270946
0.56396484375,0.06396484375,0.88525390625,0.46728515625,0.17431640625,0.15966796875,0.15478515625,18.86063415512284
0.06396484375,0.56396484375,0.38525390625,0.96728515625,0.67431640625,0.65966796875,0.65478515625,20.548006112275143
0.09521484375,0.09521484375,0.04150390625,0.81103515625,0.83056640625,0.87841796875,0.37353515625,23.19092956110184
0.59521484375,0.59521484375,0.54150390625,0.31103515625,0.33056640625,0.37841796875,0.87353515625,16.638317183622767
0.84521484375,0.34521484375,0.79150390625,0.56103515625,0.08056640625,0.62841796875,0.62353515625,16.797755198717173
0.34521484375,0.84521484375,0.29150390625,0.06103515625,0.58056640625,0.12841796875,0.12353515625,15.923784416533467
0.47021484375,0.47021484375,0.66650390625,0.93603515625,0.20556640625,0.00341796875,0.49853515625,19.62926002141581
0.97021484375,0.97021484375,0.16650390625,0.43603515625,0.70556640625,0.50341796875,0.99853515625,13.802427110194095
0.72021484375,0.22021484375,0.41650390625,0.68603515625,0.95556640625,0.25341796875,0.74853515625,20.67473518923815
0.22021484375,0.72021484375,0.91650390625,0.18603515625,0.45556640625,0.75341796875,0.24853515625,14.426276200885573
0.15771484375,0.28271484375,0.35400390625,0.49853515625,0.26806640625,0.81591796875,0.31103515625,19.793166503863983
0.65771484375,0.78271484375,0.85400390625,0.99853515625,0.76806640625,0.31591796875,0.81103515625,16.651980777492152
0.90771484375,0.03271484375,0.60400390625,0.24853515625,0.51806640625,0.56591796875,0.56103515625,18.480809135788643
0.40771484375,0.53271484375,0.10400390625,0.74853515625,0.01806640625,0.06591796875,0.06103515625,19.160931980547858
0.28271484375,0.15771484375,0.97900390625,0.37353515625,0.64306640625,0.19091796875,0.43603515625,19.298366573588954
0.78271484375,0.65771484375,0.47900390625,0.87353515625,0.14306640625,0.69091796875,0.93603515625,16.511829523533972
0.53271484375,0.40771484375,0.22900390625,0.12353515625,0.39306640625,0.44091796875,0.68603515625,18.30248941449657
0.03271484375,0.90771484375,0.72900390625,0.62353515625,0.89306640625,0.94091796875,0.18603515625,15.30153303597445
0.04833984375,0.14208984375,0.30712890625,0.20166015625,0.15869140625,0.11279296875,0.57666015625,21.85174864044665
0.54833984375,0.64208984375,0.80712890625,0.70166015625,0.65869140625,0.61279296875,0.07666015625,15.92567563328145
0.79833984375,0.39208984375,0.55712890625,0.45166015625,0.90869140625,0.36279296875,0.32666015625,17.39663982315688
0.29833984375,0.89208984375,0.05712890625,0.95166015625,0.40869140625,0.86279296875,0.82666015625,18.034140261159006
0.42333984375,0.26708984375,0.93212890625,0.07666015625,0.78369140625,0.98779296875,0.70166015625,15.021123314788715
0.92333984375,0.76708984375,0.43212890625,0.57666015625,0.28369140625,0.48779296875,0.20166015625,15.352546404159025
0.67333984375,0.01708984375,0.18212890625,0.32666015625,0.03369140625,0.73779296875,0.45166015625,20.37748790071678
0.17333984375,0.51708984375,0.68212890625,0.82666015625,0.53369140625,0.23779296875,0.95166015625,20.41064838575273
0.23583984375,0.45458984375,0.11962890625,0.51416015625,0.72119140625,0.17529296875,0.51416015625,20.69487709580037
0.73583984375,0.95458984375,0.61962890625,0.01416015625,0.22119140625,0.67529296875,0.01416015625,12.265661431660497
0.98583984375,0.20458984375,0.86962890625,0.76416015625,0.47119140625,0.42529296875,0.26416015625,17.807632376706025
0.48583984375,0.70458984375,0.36962890625,0.26416015625,0.97119140625,0.92529296875,0.76416015625,14.406146430753955
0.36083984375,0.07958984375,0.74462890625,0.63916015625,0.34619140625,0.80029296875,0.63916015625,20.267150379947743
0.86083984375,0.57958984375,0.24462890625,0.13916015625,0.84619140625,0.30029296875,0.13916015625,16.050884768575823
0.61083984375,0.32958984375,0.49462890625,0.88916015625,0.59619140625,0.55029296875,0.38916015625,19.450142130041286
0.11083984375,0.82958984375,0.99462890625,0.38916015625,0.09619140625,0.05029296875,0.88916015625,16.677121118805623
0.07958984375,0.36083984375,0.58837890625,0.35791015625,0.37744140625,0.26904296875,0.10791015625,18.767018298600245
0.57958984375,0.86083984375,0.08837890625,0.85791015625,0.87744140625,0.76904296875,0.60791015625,17.136627546490494
0.82958984375,0.11083984375,0.33837890625,0.10791015625,0.62744140625,0.01904296875,0.85791015625,20.075095104266723
0.32958984375,0.61083984375,0.83837890625,0.60791015625,0.12744140625,0.51904296875,0.35791015625,16.881134669546665
0.45458984375,0.23583984375,0.21337890625,0.48291015625,0.50244140625,0.64404296875,0.23291015625,19.676035568905117
0.95458984375,0.73583984375,0.71337890625,0.98291015625,0.00244140625,0.14404296875,0.73291015625,16.913329361971563
0.70458984375,0.48583984375,0.96337890625,0.23291015625,0.25244140625,0.89404296875,0.98291015625,12.218384528627817
0.20458984375,0.98583984375,0.46337890625,0.73291015625,0.75244140625,0.39404296875,0.48291015625,16.991872133414812
0.14208984375,0.04833984375,0.77587890625,0.92041015625,0.93994140625,0.45654296875,0.04541015625,20.81693824835781
0.64208984375,0.54833984375,0.27587890625,0.42041015625,0.43994140625,0.95654296875,0.54541015625,16.19077757819013
0.89208984375,0.29833984375,0.02587890625,0.67041015625,0.18994140625,0.20654296875,0.79541015625,21.072821074714504
0.39208984375,0.79833984375,0.52587890625,0.17041015625,0.68994140625,0.70654296875,0.29541015625,14.640366204208949
0.26708984375,0.42333984375,0.40087890625,0.79541015625,0.06494140625,0.58154296875,0.17041015625,19.36251772190176
0.76708984375,0.92333984375,0.90087890625,0.29541015625,0.56494140625,0.08154296875,0.67041015625,13.906480809979758
0.51708984375,0.17333984375,0.65087890625,0.54541015625,0.81494140625,0.83154296875,0.92041015625,18.92947029979261
0.01708984375,0.67333984375,0.15087890625,0.04541015625,0.31494140625,0.33154296875,0.42041015625,18.243376427618696
0.02490234375,0.02490234375,0.62744140625,0.41259765625,0.66650390625,0.40185546875,0.69384765625,22.399516590608435
